year,type,incidence,log_incidence,logit_incidence,pys,iso3,region,incidence_kp,log_kp_incidence,logit_kp_incidence,IRR,ref,id.ref,id.area,id.method,new_infections,norm_pys,id.ref2,id.ref3,id.iso3,centre_year,id.year,offset_term
2017,country dat,0.002025345971099828,-6.20201474309098,-6.1999873433331745,NA,CMR,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,14,33,NA
2018,country dat,0.001697274190255969,-6.378731732266044,-6.377033016074071,NA,CMR,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,15,34,NA
2019,country dat,0.0015207589066817964,-6.488545788011387,-6.4870238715771835,NA,CMR,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,16,35,NA
2020,country dat,0.0012862620835531688,-6.656014876455346,-6.654727786426673,NA,CMR,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17,36,NA
2021,country dat,0.0011299135004349706,-6.785614197475494,-6.784483645141537,NA,CMR,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,18,37,NA
2022,country dat,9.480761783738647e-4,-6.961075702003241,-6.960127176116386,NA,CMR,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,19,38,NA
2023,country dat,8.676239628927551e-4,-7.049752159645676,-7.048884159079264,NA,CMR,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,20,39,NA
2024,country dat,7.319062314800147e-4,-7.219858151279367,-7.219125977073759,NA,CMR,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,21,40,NA
2025,country dat,6.250682819280769e-4,-7.3776496631104145,-7.377024399391863,NA,CMR,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,22,41,NA
1985,country dat,0.002813226771636166,-5.873423137140257,-5.87060594580897,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-18,1,NA
1986,country dat,0.003133263877705102,-5.765680045309835,-5.7625418624832685,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-17,2,NA
1987,country dat,0.0032333483062009865,-5.734237051367821,-5.730998464495866,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-16,3,NA
1988,country dat,0.003361247769954181,-5.695443013838711,-5.69207610438503,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-15,4,NA
1989,country dat,0.0034733407850789043,-5.662638385911136,-5.659158999073893,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-14,5,NA
1990,country dat,0.0033601814944437315,-5.695760290262355,-5.692394450679716,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-13,6,NA
1991,country dat,0.00327824743786287,-5.7204463171094035,-5.717162684445786,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-12,7,NA
1992,country dat,0.003107089753639805,-5.774068761431398,-5.770956834652409,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-11,8,NA
1993,country dat,0.003008826535791459,-5.8062051314534395,-5.803191769298875,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-10,9,NA
1994,country dat,0.0028689565527812624,-5.853806885777861,-5.850933805880877,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-9,10,NA
1995,country dat,0.002666901267852598,-5.926838054395299,-5.924167590610931,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-8,11,NA
1996,country dat,0.002496228330136491,-5.9929743542387826,-5.990475005136186,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-7,12,NA
1997,country dat,0.0022742671673879264,-6.0860974026974635,-6.083820545456743,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-6,13,NA
1998,country dat,0.002133229454380672,-6.1501182717292355,-6.147982763699844,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-5,14,NA
1999,country dat,0.0019944560524125777,-6.217383921249852,-6.215387473621453,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-4,15,NA
2000,country dat,0.0018904581238963194,-6.270936085687231,-6.269043838392118,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-3,16,NA
2001,country dat,0.001757668483366606,-6.343767073516289,-6.342007858521238,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-2,17,NA
2002,country dat,0.0016504237965004435,-6.406723177685123,-6.4050713904388825,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-1,18,NA
2003,country dat,0.00153745060555141,-6.477629685270295,-6.476091051574778,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,19,NA
2004,country dat,0.0014303526892499036,-6.5498342292808465,-6.548402852660684,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,20,NA
2005,country dat,0.0013317586462692405,-6.621254919776572,-6.6199222735516425,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,21,NA
2006,country dat,0.0012648903568587932,-6.672769834979024,-6.671504143973132,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,22,NA
2007,country dat,0.0011547514042732896,-6.763870192570047,-6.762714773926658,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,23,NA
2008,country dat,0.0010445811852869086,-6.8641392535287356,-6.863094126388293,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,24,NA
2009,country dat,9.862336099212229e-4,-6.921617304526592,-6.920630584268312,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,25,NA
2010,country dat,8.973726472169193e-4,-7.016039344921551,-7.015141569394459,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,26,NA
2011,country dat,8.516739986938413e-4,-7.068306734997772,-7.067454698118726,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,27,NA
2012,country dat,8.210981753544548e-4,-7.104867875448499,-7.104046439987395,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,28,NA
2013,country dat,7.770954547873538e-4,-7.159947364707948,-7.159169967157974,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,29,NA
2014,country dat,7.074749588654228e-4,-7.2538083229030486,-7.253100597565677,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11,30,NA
2015,country dat,6.884677328102471e-4,-7.281042106819373,-7.280353401983822,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,12,31,NA
2016,country dat,6.504829622431265e-4,-7.337795452140849,-7.337144757522773,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13,32,NA
2017,country dat,6.092794768889911e-4,-7.403233484374125,-7.402624019211069,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,14,33,NA
2018,country dat,5.444901307608405e-4,-7.5156607410799685,-7.515116102660626,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,15,34,NA
2019,country dat,4.8458202428306927e-4,-7.632223844196653,-7.631739144724556,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,35,NA
2020,country dat,4.0674463258491886e-4,-7.807325007809799,-7.806918180434178,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,17,36,NA
2021,country dat,3.498155522937014e-4,-7.958104535837234,-7.957754659085206,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,18,37,NA
2022,country dat,3.3426410782994714e-4,-8.003579135453492,-8.003244815466962,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,19,38,NA
2023,country dat,3.1047343624665595e-4,-8.077412211791042,-8.077101690147941,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,20,39,NA
2024,country dat,2.8737361328288487e-4,-8.154727400354476,-8.154439985441485,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,21,40,NA
2025,country dat,2.810632184853894e-4,-8.176930937117685,-8.17664983439353,NA,COD,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,22,41,NA
1985,country dat,0.00865719545147528,-4.749364459727715,-4.740669573068599,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-18,1,NA
1986,country dat,0.010362111070615387,-4.569599291614429,-4.559183120093022,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-17,2,NA
1987,country dat,0.010882799301800734,-4.52057178187897,-4.509629331743365,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-16,3,NA
1988,country dat,0.011233302483634045,-4.488872476559734,-4.477575604017617,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-15,4,NA
1989,country dat,0.010028995186157606,-4.602274862868443,-4.592195238519212,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-14,5,NA
1990,country dat,0.010242033187070058,-4.581255125655088,-4.570960281945239,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-13,6,NA
1991,country dat,0.00904780617486764,-4.705232962273583,-4.696143976119923,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-12,7,NA
1992,country dat,0.008247485513763513,-4.797846911302788,-4.789565227115189,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-11,8,NA
1993,country dat,0.007835237479707848,-4.849124093524006,-4.8412579992854115,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-10,9,NA
1994,country dat,0.007057126159230279,-4.953717369947346,-4.9466352244942735,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-9,10,NA
1995,country dat,0.00655819354024695,-5.027040088911142,-5.020460295932315,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-8,11,NA
1996,country dat,0.006401333353112697,-5.0512489738916715,-5.044827064146309,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-7,12,NA
1997,country dat,0.0060869776132882565,-5.101603607267772,-5.095498028484569,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-6,13,NA
1998,country dat,0.005774483885437187,-5.154306397055127,-5.14851517637562,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-5,14,NA
1999,country dat,0.0056550189529587305,-5.1752118178796644,-5.169540748769128,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-4,15,NA
2000,country dat,0.0053228954543491774,-5.235737865347123,-5.230400752811631,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-3,16,NA
2001,country dat,0.004914292150378047,-5.315607553989004,-5.310681146998082,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-2,17,NA
2002,country dat,0.004824699893594104,-5.334006744344416,-5.329170368014283,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-1,18,NA
2003,country dat,0.00452295337138658,-5.398590097762083,-5.394056884889912,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,19,NA
2004,country dat,0.00437122846418165,-5.4327111962944725,-5.428330386078268,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,20,NA
2005,country dat,0.00451553598403914,-5.400231387300823,-5.395705625489166,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,21,NA
2006,country dat,0.004439604299504496,-5.417190028242803,-5.412740539634334,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,22,NA
2007,country dat,0.004291577224255545,-5.451100962267787,-5.446800149794,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,23,NA
2008,country dat,0.004439913613146172,-5.417120359225894,-5.412670559924381,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,24,NA
2009,country dat,0.004468036486651888,-5.410806231592795,-5.406328183598803,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,25,NA
2010,country dat,0.004367594765450653,-5.433542818320673,-5.429165657750003,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,26,NA
2011,country dat,0.00452948128457472,-5.3971478527599865,-5.392608082293531,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,27,NA
2012,country dat,0.004716920250971158,-5.35659918154942,-5.351871101523113,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,28,NA
2013,country dat,0.004965256048506943,-5.305290412118461,-5.300312788229493,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,29,NA
2014,country dat,0.004952225997912411,-5.307918106936765,-5.302953578033033,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,30,NA
2015,country dat,0.004966017134593263,-5.30513714152087,-5.300158752747678,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,31,NA
2016,country dat,0.00544983850554785,-5.21216930275559,-5.20670455970393,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,32,NA
2017,country dat,0.0060782752990075125,-5.103034291171814,-5.096937467959759,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,14,33,NA
2018,country dat,0.006148357268640716,-5.091570343634279,-5.085403007384058,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,34,NA
2019,country dat,0.0064954880466382104,-5.036647489782938,-5.030130814255296,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,16,35,NA
2020,country dat,0.007067955367142877,-4.952184039323505,-4.945090987636801,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,17,36,NA
2021,country dat,0.006227799844858268,-5.078732163475075,-5.07248488999071,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,18,37,NA
2022,country dat,0.006811570584916703,-4.989132556202042,-4.982297680982477,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,19,38,NA
2023,country dat,0.0068652183846016354,-4.981287428964219,-4.974398536554097,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,20,39,NA
2024,country dat,0.007038610450748852,-4.956344507449008,-4.949281009126941,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,21,40,NA
2025,country dat,0.007199396223955488,-4.933758114260348,-4.926532677323182,NA,COG,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,22,41,NA
1985,country dat,0.0015745390086870797,-6.453792742444559,-6.452216962546603,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-18,1,NA
1986,country dat,0.0022950818374691943,-6.076986777077425,-6.074689057502981,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-17,2,NA
1987,country dat,0.0031301523267174627,-5.766673608931364,-5.763538547430868,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-16,3,NA
1988,country dat,0.004229620409048745,-5.465643027764164,-5.461404437208234,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-15,4,NA
1989,country dat,0.005390871747113095,-5.2230481729805165,-5.217642718049979,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-14,5,NA
1990,country dat,0.006378097807901152,-5.054885375312551,-5.0484868505357,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-13,6,NA
1991,country dat,0.006910714236062998,-4.974682283872187,-4.967747580063223,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-12,7,NA
1992,country dat,0.006956927017982684,-4.968017422539429,-4.961036183280072,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-11,8,NA
1993,country dat,0.006528727490711104,-5.0315432259377095,-5.024993093088306,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-10,9,NA
1994,country dat,0.005873796801366746,-5.137254039693613,-5.1313629242972425,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-9,10,NA
1995,country dat,0.004909610166407331,-5.3165607361714455,-5.311639034275692,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-8,11,NA
1996,country dat,0.003982462882473107,-5.5258548363809155,-5.521864422376083,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-7,12,NA
1997,country dat,0.003357774525330927,-5.696476868104995,-5.693113443603673,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-6,13,NA
1998,country dat,0.002857138214208074,-5.857934779511954,-5.85507355188716,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-5,14,NA
1999,country dat,0.0024858020816341166,-5.9971599022430775,-5.994671005425785,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-4,15,NA
2000,country dat,0.002100219565345847,-6.165713384791651,-6.163610956672353,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-3,16,NA
2001,country dat,0.0018263650879466013,-6.3054275781599225,-6.303599543233793,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-2,17,NA
2002,country dat,0.001632546907205829,-6.417613963869161,-6.415980082905114,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,-1,18,NA
2003,country dat,0.0014164405371731392,-6.559608218273641,-6.5581907736362925,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,19,NA
2004,country dat,0.00125491457567479,-6.680687775906469,-6.679432073266126,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,20,NA
2005,country dat,0.0011281162759771424,-6.787206049678787,-6.786077296600674,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,21,NA
2006,country dat,0.0010142320797071275,-6.8936235245503195,-6.892608777789223,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,22,NA
2007,country dat,9.019313655217963e-4,-7.0109721322360015,-7.010069793885652,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,23,NA
2008,country dat,7.818042272265946e-4,-7.153906197576555,-7.153124087581026,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,24,NA
2009,country dat,7.013057712458847e-4,-7.2625665731013775,-7.2618650213002045,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6,25,NA
2010,country dat,6.243581756251565e-4,-7.3787863548702,-7.378161801701841,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7,26,NA
2011,country dat,5.880143525239959e-4,-7.438759201309129,-7.438171014008365,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8,27,NA
2012,country dat,5.355427950781716e-4,-7.5322297551572275,-7.531694068907887,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,28,NA
2013,country dat,4.968810533523825e-4,-7.607159889782325,-7.606662885242676,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,29,NA
2014,country dat,4.37616520017118e-4,-7.734167556158836,-7.733729843856765,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,30,NA
2015,country dat,3.779171342617782e-4,-7.880835607906926,-7.880457619343987,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,31,NA
2016,country dat,3.76609299824364e-4,-7.884302247876272,-7.883925567641355,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,32,NA
2017,country dat,3.2683493831281663e-4,-8.026055290310998,-8.025728401950506,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14,33,NA
2018,country dat,3.0651006690952156e-4,-8.090259958398113,-8.089953401347392,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,15,34,NA
2019,country dat,2.835977273072011e-4,-8.167953777064783,-8.167670139116035,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,16,35,NA
2020,country dat,2.618442954733548e-4,-8.247760522951147,-8.247498644368472,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,17,36,NA
2021,country dat,2.497140780436026e-4,-8.295193982437622,-8.294944237175827,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,18,37,NA
2022,country dat,2.2827027484653893e-4,-8.38498021506702,-8.38475191873455,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,19,38,NA
2023,country dat,2.0088678331530701e-4,-8.512769075687723,-8.512568168723956,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,20,39,NA
2024,country dat,1.7781066784509648e-4,-8.63479123755557,-8.634613411077533,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,21,40,NA
2025,country dat,1.5883492152460812e-4,-8.747645124482505,-8.747486276945379,NA,ETH,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,22,41,NA
1985,country dat,0.0013562986788345332,-6.602995849091387,-6.601638629806995,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-18,1,NA
1986,country dat,0.0018344526120633387,-6.301009146029784,-6.299173008748916,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-17,2,NA
1987,country dat,0.0024698840003409047,-6.0035840928698025,-6.001111153674286,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-16,3,NA
1988,country dat,0.003287752723724087,-5.717551010296315,-5.7142578410381955,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-15,4,NA
1989,country dat,0.004345824867548173,-5.438539695348684,-5.434184399936067,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-14,5,NA
1990,country dat,0.005721539109665946,-5.163517434668223,-5.157779464851068,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-13,6,NA
1991,country dat,0.006951254375012591,-4.968833150077683,-4.961857623185616,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-12,7,NA
1992,country dat,0.008910978278253542,-4.7204712479873905,-4.711520329494238,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-11,8,NA
1993,country dat,0.010770606718576993,-4.5309344552708355,-4.520105425689228,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-10,9,NA
1994,country dat,0.01234318090490845,-4.394651521849711,-4.382231531181734,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-9,10,NA
1995,country dat,0.013368428578714923,-4.314859428155461,-4.301400837685256,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-8,11,NA
1996,country dat,0.014150585054229847,-4.257999309158955,-4.243747649937349,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-7,12,NA
1997,country dat,0.013566497277638081,-4.300151960957427,-4.286492597890125,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-6,13,NA
1998,country dat,0.013253210747824564,-4.323515435314265,-4.310173617008301,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-5,14,NA
1999,country dat,0.011401720538232244,-4.473991010563292,-4.462523792073952,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-4,15,NA
2000,country dat,0.009776768162547616,-4.627746303274513,-4.617921428707203,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-3,16,NA
2001,country dat,0.008631605038946243,-4.7523248075242,-4.743655734420317,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-2,17,NA
2002,country dat,0.007791218535898626,-4.854758008238763,-4.846936279582395,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-1,18,NA
2003,country dat,0.00677986120250158,-4.993798648846815,-4.986995699972036,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,19,NA
2004,country dat,0.0062892524209446805,-5.068913067329322,-5.062603954244093,NA,GAB,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,20,NA
