year,type,incidence,log_incidence,logit_incidence,pys,iso3,region,incidence_kp,log_kp_incidence,logit_kp_incidence,IRR,ref,id.ref,id.area,id.method,new_infections,norm_pys,id.ref2,id.ref3,id.iso3,centre_year,id.year,offset_term
2022,country dat,4.54514844487806e-4,-7.6962799837408165,-7.695825365573148,NA,LBR,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,38,NA
2023,country dat,3.808006088901196e-4,-7.873234656072188,-7.872853782940334,NA,LBR,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,20,39,NA
2024,country dat,3.3898758049427885e-4,-7.98954708696502,-7.989208041915248,NA,LBR,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,21,40,NA
2025,country dat,2.875594424398163e-4,-8.154080962785605,-8.15379336199002,NA,LBR,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,22,41,NA
1985,country dat,4.6607211175135187e-4,-7.671170189563058,-7.670704008805941,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-18,1,NA
1986,country dat,9.703015752769553e-4,-6.937903632439589,-6.936932859817008,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-17,2,NA
1987,country dat,0.0019263965366178894,-6.252104100703398,-6.250175846278569,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-16,3,NA
1988,country dat,0.00364564435931716,-5.614222150182891,-5.610569844266804,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-15,4,NA
1989,country dat,0.006430400389311319,-5.046718473727021,-5.040267309251002,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-14,5,NA
1990,country dat,0.010813255172723317,-4.5269825665990115,-4.516110423282804,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-13,6,NA
1991,country dat,0.0167889645070578,-4.0870334829894475,-4.070101986253247,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-12,7,NA
1992,country dat,0.02394852808803597,-3.731848414715862,-3.7076084583709554,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-11,8,NA
1993,country dat,0.03154045910377018,-3.4564841413144354,-3.4244355692899493,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-10,9,NA
1994,country dat,0.03916391903174564,-3.2399993889077887,-3.2000479330340528,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-9,10,NA
1995,country dat,0.04481175119084619,-3.1052848705896086,-3.0594380318346595,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-8,11,NA
1996,country dat,0.04837008698715499,-3.028873693778902,-2.9792946271712437,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-7,12,NA
1997,country dat,0.049579826714191595,-3.004171247455997,-2.9533201429573572,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-6,13,NA
1998,country dat,0.048942542931605666,-3.017108262129394,-2.966927461394811,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-5,14,NA
1999,country dat,0.04772559282430784,-3.04228748777523,-2.993385444882084,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-4,15,NA
2000,country dat,0.045545638905160564,-3.0890404028859386,-3.042424951463218,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-3,16,NA
2001,country dat,0.042287284554324164,-3.163268839672228,-3.1200614141950735,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-2,17,NA
2002,country dat,0.03961391204961411,-3.228574908033956,-3.188155007611352,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-1,18,NA
2003,country dat,0.03742018876009162,-3.285544913785164,-3.247406618295965,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,19,NA
2004,country dat,0.036097470481959715,-3.32153248585011,-3.2847673859080473,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,20,NA
2005,country dat,0.03479113244660265,-3.358392739425301,-3.322981981422245,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,21,NA
2006,country dat,0.03382797317129395,-3.3864672101541764,-3.3520538311331265,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,22,NA
2007,country dat,0.03264181069032222,-3.422161275843938,-3.388974836665745,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,23,NA
2008,country dat,0.030912769704633192,-3.476585921396822,-3.44518527119846,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,5,24,NA
2009,country dat,0.029608591823820033,-3.519690695452415,-3.4896349201616848,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,6,25,NA
2010,country dat,0.0274894911825265,-3.593951486160474,-3.566077088594532,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,7,26,NA
2011,country dat,0.027372130531291682,-3.5982299171142866,-3.5704761902961817,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,8,27,NA
2012,country dat,0.028450705346578866,-3.559582326218748,-3.5307190555320664,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,9,28,NA
2013,country dat,0.02884157320634925,-3.5459374185958312,-3.516671752983007,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,10,29,NA
2014,country dat,0.02685226465633051,-3.6174051168417902,-3.5901857434054887,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,30,NA
2015,country dat,0.02516846130724882,-3.6821636037159133,-3.656672999975349,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,12,31,NA
2016,country dat,0.021652349358328212,-3.8326413150247856,-3.8107511139163717,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,13,32,NA
2017,country dat,0.018326169162211532,-3.9994252317597097,-3.980929058135707,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14,33,NA
2018,country dat,0.015070952452975791,-4.194986066418144,-4.179800393066415,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,15,34,NA
2019,country dat,0.013630036823205504,-4.295479331648181,-4.281755553096329,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,16,35,NA
2020,country dat,0.012366026220426922,-4.392802387483547,-4.380359265724593,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,17,36,NA
2021,country dat,0.011254980701341682,-4.486944519299129,-4.475625722014394,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,18,37,NA
2022,country dat,0.009974338995225242,-4.607739584544741,-4.59771516856216,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,19,38,NA
2023,country dat,0.008058692251265737,-4.821003987331835,-4.8129126483083455,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,39,NA
2024,country dat,0.007517910100044885,-4.890467091873222,-4.882920779848758,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,21,40,NA
2025,country dat,0.0066025969941267675,-5.020292223385667,-5.013667732825199,NA,LSO,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,22,41,NA
1985,country dat,0.0011810370650290533,-6.741362357814809,-6.740180622775896,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-18,1,NA
1986,country dat,0.0015316971373125303,-6.481378918256451,-6.479846046871864,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-17,2,NA
1987,country dat,0.0019353309758879356,-6.247476920156748,-6.245539714008089,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-16,3,NA
1988,country dat,0.0024320879199086058,-6.019005164253449,-6.016570114003643,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-15,4,NA
1989,country dat,0.0029335083968443625,-5.831556167204514,-5.828618347638614,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-14,5,NA
1990,country dat,0.0032206925109018653,-5.738158877051616,-5.734932986947689,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-13,6,NA
1991,country dat,0.0033467601629677377,-5.699762516635144,-5.696410143543465,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-12,7,NA
1992,country dat,0.0035490738474592658,-5.64106859757166,-5.637513210820547,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-11,8,NA
1993,country dat,0.0036545275279369514,-5.611788461458447,-5.608127239830626,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-10,9,NA
1994,country dat,0.0034393531617806132,-5.672471859643609,-5.669026578310122,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-9,10,NA
1995,country dat,0.0032218276373645527,-5.73780649120002,-5.7345794623012765,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-8,11,NA
1996,country dat,0.0029049410486763102,-5.841342181938796,-5.838433013359735,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-7,12,NA
1997,country dat,0.0028163155386832315,-5.872325794874492,-5.869505506057445,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-6,13,NA
1998,country dat,0.0024817094045576104,-5.998807680215573,-5.996322886265878,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-5,14,NA
1999,country dat,0.00225076018985541,-6.0964872576704146,-6.094233960712691,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-4,15,NA
2000,country dat,0.0019633591523420773,-6.233098419474539,-6.231133130406123,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-3,16,NA
2001,country dat,0.0018529525734126949,-6.2909749264950205,-6.289120255081374,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-2,17,NA
2002,country dat,0.001748103492904305,-6.349223797034433,-6.347474163825623,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-1,18,NA
2003,country dat,0.0015263340667162892,-6.484886453488645,-6.483358953387431,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,19,NA
2004,country dat,0.001482131710089409,-6.5142738828525015,-6.512790651698729,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,20,NA
2005,country dat,0.0014516836660240144,-6.5350312471796626,-6.5335785088000415,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,21,NA
2006,country dat,0.0012979722673050053,-6.646952026641119,-6.645653211278189,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,22,NA
2007,country dat,0.0012695909961958035,-6.669060480620477,-6.667790083010847,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,23,NA
2008,country dat,0.0012355835245362358,-6.696211930987189,-6.694975583499971,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,5,24,NA
2009,country dat,0.001114795620726727,-6.799084190668173,-6.797968773200611,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,6,25,NA
2010,country dat,0.0010344108644629961,-6.873923227407302,-6.872888281170693,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,7,26,NA
2011,country dat,9.274761123334252e-4,-6.983043518710923,-6.982115612226494,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,8,27,NA
2012,country dat,8.981324668366951e-4,-7.015192987359899,-7.0142944513304455,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,9,28,NA
2013,country dat,8.661302735909236e-4,-7.051475229317212,-7.05060872373607,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,10,29,NA
2014,country dat,8.442398122723774e-4,-7.077073965964326,-7.076229369580922,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,11,30,NA
2015,country dat,7.729441299666991e-4,-7.165303788875499,-7.1645305458702,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,12,31,NA
2016,country dat,7.176461808708725e-4,-7.239533894676543,-7.238815990864386,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,13,32,NA
2017,country dat,6.782573613303887e-4,-7.295983753066676,-7.295305265584762,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,14,33,NA
2018,country dat,6.367959351997647e-4,-7.359061306620672,-7.358424307844824,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,15,34,NA
2019,country dat,5.914956429131691e-4,-7.432856240738357,-7.432264570092884,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,16,35,NA
2020,country dat,5.489783434316505e-4,-7.507451564533992,-7.506902435446777,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,17,36,NA
2021,country dat,5.134018446437445e-4,-7.574451696538472,-7.573938162857976,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,18,37,NA
2022,country dat,4.979926453988826e-4,-7.604925249324009,-7.604427132639091,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,19,38,NA
2023,country dat,4.713476843905047e-4,-7.659914552851898,-7.659443094048269,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,20,39,NA
2024,country dat,4.491845290771803e-4,-7.708076776750127,-7.707627491307459,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,40,NA
2025,country dat,4.3155207573523474e-4,-7.748122369357135,-7.747690724136003,NA,MLI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,22,41,NA
1985,country dat,0.001051411356733346,-6.857621868102789,-6.856569903625396,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-18,1,NA
1986,country dat,0.0014727092795972063,-6.520651527174257,-6.519177732392465,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-17,2,NA
1987,country dat,0.0020503086221714526,-6.1897649497622345,-6.187712536379909,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-16,3,NA
1988,country dat,0.0027637263728520827,-5.891175374774585,-5.888407822258767,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-15,4,NA
1989,country dat,0.003601786769673157,-5.62632523173933,-5.622716942918327,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-14,5,NA
1990,country dat,0.004628743677461069,-5.37546979166532,-5.3708303021812975,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-13,6,NA
1991,country dat,0.005985336606505389,-5.118442699865253,-5.112439379335806,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-12,7,NA
1992,country dat,0.00743533872475531,-4.901511141969856,-4.894048023326393,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-11,8,NA
1993,country dat,0.00926635196634684,-4.681365507996493,-4.672055956314485,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-10,9,NA
1994,country dat,0.011093812552354372,-4.50136775380026,-4.490211945973721,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-9,10,NA
1995,country dat,0.012991307784643179,-4.343474777105159,-4.330398344220214,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-8,11,NA
1996,country dat,0.014786041663275146,-4.214071674099599,-4.1991752292869515,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-7,12,NA
1997,country dat,0.016427029659258654,-4.108827150905824,-4.09226370155135,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-6,13,NA
1998,country dat,0.017850795268478742,-4.025707218892986,-4.00769517636879,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-5,14,NA
1999,country dat,0.019101406108875393,-3.957993328373517,-3.938707133472117,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-4,15,NA
2000,country dat,0.019842831083556757,-3.9199124915616914,-3.899870147830595,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-3,16,NA
2001,country dat,0.020026491714327677,-3.9106992962015172,-3.8904695561570577,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-2,17,NA
2002,country dat,0.01906563440599876,-3.959867810275612,-3.940618083007919,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,-1,18,NA
2003,country dat,0.01861850172601131,-3.9835994762133375,-3.964805468329011,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,19,NA
2004,country dat,0.01768046999701646,-4.035294638584321,-4.017456001998206,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,20,NA
2005,country dat,0.017119949090274773,-4.067510881971866,-4.0502426922018255,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2,21,NA
2006,country dat,0.016538671642254678,-4.102053904446422,-4.085376942090992,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,22,NA
2007,country dat,0.01600964023300226,-4.134564223618738,-4.118425044656105,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,23,NA
2008,country dat,0.01567001515184851,-4.156006255681139,-4.140212167989298,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,5,24,NA
2009,country dat,0.015297554343233585,-4.180062310208094,-4.164646541133344,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,6,25,NA
2010,country dat,0.01509222506043573,-4.19357556442595,-4.178368292729405,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,7,26,NA
2011,country dat,0.014885909009113303,-4.207340217577321,-4.192342401476823,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,8,27,NA
2012,country dat,0.014611575369565944,-4.225941230862414,-4.21122185504722,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,9,28,NA
2013,country dat,0.014286942751167245,-4.248409253164802,-4.2340192694426255,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,10,29,NA
2014,country dat,0.013498300826818764,-4.305191466139468,-4.291601235044449,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,11,30,NA
2015,country dat,0.012751080714471843,-4.36213924905043,-4.349306175562919,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,12,31,NA
2016,country dat,0.011915064181517013,-4.429951781830999,-4.417965164329357,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,13,32,NA
2017,country dat,0.010988271680163345,-4.510926785885192,-4.499877697221717,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,14,33,NA
2018,country dat,0.010118886948320754,-4.593351606515448,-4.583181175624239,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,15,34,NA
2019,country dat,0.009427640457343036,-4.664109430258786,-4.654637068298369,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,16,35,NA
2020,country dat,0.00888034331335369,-4.723915061311688,-4.714995052747684,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,17,36,NA
2021,country dat,0.008310188724358498,-4.790272959860205,-4.781928049018823,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,18,37,NA
2022,country dat,0.007631713815022845,-4.875442843570818,-4.867781859209866,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,19,38,NA
2023,country dat,0.006786920730792049,-4.992757940893766,-4.985947884276097,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,20,39,NA
2024,country dat,0.005990703320962459,-5.117546457893982,-5.111537738320494,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,21,40,NA
2025,country dat,0.005176692536622498,-5.26358893308633,-5.258398795054696,NA,MOZ,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,41,NA
1985,country dat,0.009382391151869025,-4.668920628208747,-4.659493945164743,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-18,1,NA
1986,country dat,0.012127706719067693,-4.412262632509433,-4.400060785107832,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-17,2,NA
1987,country dat,0.015287985726202226,-4.180688005704843,-4.165281953850338,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-16,3,NA
1988,country dat,0.018671148190435128,-3.980775824099627,-3.961928169517575,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-15,4,NA
1989,country dat,0.0218760813760928,-3.8223614136246247,-3.8002425028101716,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-14,5,NA
1990,country dat,0.024752528076987367,-3.6988276506590925,-3.6737636278255628,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-13,6,NA
1991,country dat,0.02732410521315711,-3.599985991543271,-3.5722816403743853,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-12,7,NA
1992,country dat,0.028567255788148886,-3.555494119570165,-3.5265108781998866,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-11,8,NA
1993,country dat,0.02921204421572824,-3.5331741816101845,-3.5035269699184397,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-10,9,NA
1994,country dat,0.028994876786298803,-3.5406361271437485,-3.5112125926632203,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-9,10,NA
1995,country dat,0.027859810889976442,-3.5805700985222715,-3.5523148410802388,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-8,11,NA
1996,country dat,0.02614486725545311,-3.6441023885990282,-3.617609667848862,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-7,12,NA
1997,country dat,0.024180155155265042,-3.7222230171384494,-3.697745722331393,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-6,13,NA
1998,country dat,0.02188054017414207,-3.822157613701014,-3.8000341443555534,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-5,14,NA
1999,country dat,0.019774544378508403,-3.923359805871555,-3.9033871288516617,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-4,15,NA
2000,country dat,0.018006444749002214,-4.017025543556341,-3.9988550100262756,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-3,16,NA
2001,country dat,0.016256567284134965,-4.11925831128704,-4.1028681562489115,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-2,17,NA
2002,country dat,0.014566450270251068,-4.2290343212482195,-4.214360738609587,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-1,18,NA
2003,country dat,0.013435835701601777,-4.309829835529409,-4.296302922265178,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,19,NA
2004,country dat,0.012363582371472417,-4.393000033067252,-4.38055938575328,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1,20,NA
2005,country dat,0.011335708600526894,-4.479797482593977,-4.468397035143245,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2,21,NA
2006,country dat,0.010613161620241682,-4.545660385802274,-4.534990502897165,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,3,22,NA
2007,country dat,0.009898379768086295,-4.61538419502458,-4.6054365006021705,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,23,NA
2008,country dat,0.00912816812947339,-4.696390247499815,-4.687220162365007,NA,MWI,ESA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,5,24,NA
